qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.08806896209716797,0.1456165313720703,0.14861845970153809,0.16112709045410156,0.15612387657165527,0.17914199829101562,0.07205700874328613
0.08907055854797363,0.14661622047424316,0.14761686325073242,0.16112852096557617,0.16563200950622559,0.17864179611206055,0.07155609130859375
0.08857035636901855,0.14861822128295898,0.1481170654296875,0.16463112831115723,0.16413068771362305,0.18314480781555176,0.07205748558044434
0.08907103538513184,0.14711713790893555,0.14461421966552734,0.15912675857543945,0.15512299537658691,0.18915057182312012,0.07305741310119629
0.08807063102722168,0.14411401748657227,0.14911890029907227,0.1726369857788086,0.16112780570983887,0.18164515495300293,0.07405805587768555
0.08907103538513184,0.15011906623840332,0.1506197452545166,0.16112828254699707,0.15712475776672363,0.17663955688476562,0.07556009292602539
0.09157276153564453,0.15162038803100586,0.14961862564086914,0.1701359748840332,0.15662384033203125,0.17463898658752441,0.07255721092224121
0.08807015419006348,0.14911866188049316,0.14511561393737793,0.15862536430358887,0.15412306785583496,0.17363762855529785,0.07155632972717285
0.08807015419006348,0.1531214714050293,0.14861798286437988,0.16613173484802246,0.15762567520141602,0.17613911628723145,0.07205748558044434
0.0875697135925293,0.14711642265319824,0.145615816116333,0.1626291275024414,0.15612411499023438,0.1776411533355713,0.07155704498291016
0.08807039260864258,0.1481175422668457,0.14761686325073242,0.16463065147399902,0.1651313304901123,0.17664027214050293,0.07255768775939941
0.08907103538513184,0.15011906623840332,0.14461493492126465,0.16162848472595215,0.15712428092956543,0.1776409149169922,0.07205772399902344
0.08806943893432617,0.14961910247802734,0.14711666107177734,0.16563153266906738,0.1581254005432129,0.17864203453063965,0.07255744934082031
0.08857035636901855,0.14461493492126465,0.1486186981201172,0.15862560272216797,0.16212844848632812,0.179642915725708,0.07305765151977539
0.0875699520111084,0.14461493492126465,0.1506190299987793,0.16813349723815918,0.1631298065185547,0.18064332008361816,0.07155680656433105
0.08857107162475586,0.15462183952331543,0.14511537551879883,0.1676328182220459,0.1601274013519287,0.1796431541442871,0.07255697250366211
0.08807039260864258,0.14761710166931152,0.1481168270111084,0.15962719917297363,0.1676328182220459,0.17814111709594727,0.07205843925476074
0.08907103538513184,0.14911842346191406,0.14461541175842285,0.16412925720214844,0.15662503242492676,0.17814207077026367,0.07155632972717285
0.08857035636901855,0.15011954307556152,0.14911818504333496,0.16563200950622559,0.1576247215270996,0.17814183235168457,0.07305765151977539
0.08957195281982422,0.150618314743042,0.15112066268920898,0.16613149642944336,0.15612387657165527,0.17664051055908203,0.07105636596679688
0.0875692367553711,0.14761662483215332,0.15212130546569824,0.17213654518127441,0.16663193702697754,0.1801438331604004,0.07255768775939941
0.0895700454711914,0.15512299537658691,0.14461636543273926,0.15812397003173828,0.15962719917297363,0.17914199829101562,0.07105708122253418
0.08907103538513184,0.15162038803100586,0.14461493492126465,0.16212821006774902,0.15862560272216797,0.1801443099975586,0.07305765151977539
0.09007096290588379,0.15212082862854004,0.14411520957946777,0.18764853477478027,0.1581261157989502,0.17814135551452637,0.07205724716186523
0.08957099914550781,0.1531219482421875,0.14911866188049316,0.17864108085632324,0.15612483024597168,0.17664003372192383,0.07155656814575195
0.08706784248352051,0.14511537551879883,0.14411425590515137,0.16162919998168945,0.1581258773803711,0.18014264106750488,0.07205653190612793
0.08656883239746094,0.14761781692504883,0.14261269569396973,0.15712451934814453,0.16312909126281738,0.1801440715789795,0.07155704498291016
0.08907103538513184,0.14761662483215332,0.1436138153076172,0.16613197326660156,0.16212940216064453,0.18364572525024414,0.07255816459655762
0.0895688533782959,0.14411449432373047,0.1481175422668457,0.16913461685180664,0.15862584114074707,0.1796422004699707,0.07205796241760254
0.08706974983215332,0.1461164951324463,0.14511513710021973,0.15912580490112305,0.15512299537658691,0.1771407127380371,0.07205677032470703
0.08907055854797363,0.14711713790893555,0.14661622047424316,0.16863393783569336,0.15912675857543945,0.1796424388885498,0.07205677032470703
0.08857011795043945,0.14661645889282227,0.1481175422668457,0.16613197326660156,0.1581254005432129,0.1821448802947998,0.0730581283569336
0.08857011795043945,0.14711737632751465,0.1436142921447754,0.15912556648254395,0.1601271629333496,0.1821446418762207,0.07255768775939941
0.08957123756408691,0.15262126922607422,0.14761757850646973,0.18164396286010742,0.16162824630737305,0.18164420127868652,0.07355833053588867
0.09157204627990723,0.15162014961242676,0.15462350845336914,0.19815659523010254,0.15762543678283691,0.1771411895751953,0.07155632972717285
0.08957076072692871,0.15011930465698242,0.1481180191040039,0.1721360683441162,0.1606278419494629,0.18314576148986816,0.07255697250366211
